smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
OC1OCC=C1c1ccccc1;1;0
Nc1ncnc(C(=S)NCCC(=O)O)c1N;1;4
NC(=O)CNC(=S)CC(O)C(=S)NCC(N)=O;1;0
c1ccc(CCNc2ncnc3[nH]cnc23)cc1;1;6
N#CCCN(CC(N)=O)CC(=O)O;1;7
N#CCN(CC(=O)O)C(=O)CNC(=O)CNC(N)=O;1;5
N#CC(C#N)N1CCC(N)=NC1=O;1;3
O=C(O)C=Nc1[nH]cnc1C(=O)O;1;1
N=C(NCC(=O)O)C(=N)NCC(=O)O;1;0
N#CC(=N)Nc1[nH]cnc1C(=O)O;1;0
O=C(O)CN=CC(=CCc1ccccc1)c1ccccc1;1;1
O=C(O)CC(=O)C(=O)O;1;10
CC=Nc1[nH]cnc1C(=O)O;1;1
NC(=O)NC(CC(N)=S)C(N)=S;1;2
NC(=O)C=CNC(CC(N)=O)C(N)=O;1;0
O=C=S;1;2
N#CC=CN(CCc1ccccc1)c1[nH]cnc1C#N;1;0
N#CC=CNc1cc[nH]c(=O)n1;2;0
CCNc1[nH]cnc1C#N;1;10
NCC(=O)N(CCC(N)=S)CC(N)=S;1;2
NC(=O)CCN(CC(=O)O)C(N)=O;1;4
N#CCN(CC(=O)O)C(=O)CN=CCc1ccccc1;1;1
NC(=O)CCN=CC(O)C(O)CO;1;1
N#CCCN(C(N)=O)c1[nH]cnc1C#N;1;6
N#CC=Cn1cnc(C#N)c1N(CC#N)C(N)=O;1;0
NC(=O)CNC(=O)CNC(=S)c1ncnc(N)c1N;1;4
N=C(N)NC(Cc1ccccc1)C(N)=O;2;1
N=C(N)NC(=N)NCCC=O;1;4
NC(=O)CNC(=O)CNC(=S)CO;1;0
O=C(O)C(Cc1ccccc1)N=CC(O)Cc1ccccc1;1;1
NC(=O)Nc1ncnc2[nH]cnc12;1;6
NC(=O)NCC(=S)NCC(=O)O;1;0
N=C(N)NCC(=O)N(CCC(N)=O)CC(=O)O;1;0
N#Cc1nc[nH]c1N(C=O)C(C#N)Cc1ccccc1;1;4
N=C(N)NCC(=S)NCC(N)=O;1;0
NC(=O)CCNCCC(N)=O;1;13
O=C(O)CC(N=CC(O)CO)C(=O)O;1;1
C=C(C=Nc1ncco1)c1ccccc1;1;1
N=C(N)NCC(=O)Nc1[nH]cnc1Cc1ccccc1;1;1
N#CCCNC(=O)CNC(=S)c1ncnc(N)c1N;1;5
N#CCN(CC(=O)O)C(=O)CNC(=N)N;2;3
N#CCCN(CC(N)=O)c1[nH]cnc1C(N)=O;1;8
N#CC=CN(CC#N)c1[nH]cnc1C(=O)O;1;0
N#CCCNc1ncnc(C(=O)O)c1NCCC#N;1;10
N#CCNC(CC(=O)O)C(=O)O;1;13
N#CCc1nc[nH]c1NC(N)=O;1;6
C=C(c1ccccc1)C(C#N)NCC(=O)O;1;11
NC(=O)C(Cc1ccccc1)N=CC(=O)O;1;1
N#CC(CO)N=CC(=CCO)c1ccccc1;1;1
N#CCCN(C(N)=O)c1ncnc2[nH]cnc12;1;7
NC(=O)CCN(CCC(N)=O)c1[nH]cnc1C(N)=O;1;6
N#CCN(CCc1ccccc1)C(=O)CNC(N)=O;1;2
O=C(O)CCN(CC(=O)O)c1[nH]cnc1C(=O)O;1;9
N#CCNc1[nH]cnc1Cc1ccccc1;1;10
NC(=O)CNCCO;1;12
N#Cc1[nH]c(=O)[nH]c1N=CC(O)CO;1;1
NC(=O)CN=CC(=CCO)c1ccccc1;1;1
N#CC(N)CC(O)C(N)C#N;1;20
NC(=S)CNC(CC(N)=S)C(N)=S;1;2
N#CCN(CC(=O)O)C(=O)CNC(=O)CNC(=N)N;1;2
N#CCCN=CC(=CCO)c1ccccc1;1;1
O=C(O)CCN=CC(O)C(O)CO;1;1
N=C(N)Nc1ncnc(C=O)c1NC(=N)N;1;30
N#Cc1nc[nH]c1N=CCO;1;1
N#CCCN(CCC#N)CC(N)=O;1;3
N#CC(C#N)N=CCNC(=N)N;1;1
C=C(C=NCC(=O)NCC(N)=O)c1ccccc1;1;1
N#CC(Cc1ccccc1)Nc1[nH]cnc1C(=O)O;1;8
N#CCCNC(=O)CNC=CC(N)=O;1;0
O=C(O)CCN(CC(=O)O)CC(=O)O;2;4
O=CC(=CCc1ccccc1)c1ccccc1;2;27
N#CC=CN(C(C#N)Cc1ccccc1)C(C(N)=O)C(N)=O;1;0
NCC(=O)N(CCC(=O)O)CC(=O)O;3;30
N#Cc1nc[nH]c1NC(=O)C(=O)Nc1[nH]cnc1C#N;1;8
O=CC(=CCO)c1ccccc1;1;27
N#CC(N)C(O)C(O)CO;1;20
N=C(N)NC(=N)NCC(=O)N(CC(N)=O)CC(=O)O;1;1
N#CC=CN(CC#N)c1ncnc2[nH]cnc12;1;0
CC(C#N)N=CC(=CCO)c1ccccc1;1;1
CC=NCC(=O)NC(C#N)Cc1ccccc1;1;1
NC(=O)C(N)C(N)=O;1;10
CCNCC#N;1;15
N#CCN(CC(=O)O)C(=O)CN;1;33
O=Cc1nc[nH]c1NC(C=O)Cc1ccccc1;1;13
C=Cc1nc(N)nc(N)n1;2;17
CC(C#N)NC(C(N)=O)C(N)=O;1;5
N#CCC(C#N)NC(=O)CN=CC(=CCO)c1ccccc1;1;1
N#CCC(N)C#N;4;33
NC(=O)CCNc1ncnc2[nH]cnc12;1;7
N#CCCN(C(=O)CNC(N)=O)c1[nH]cnc1C#N;1;6
CC(=S)NCCC#N;1;1
OCC(O)C=Nc1ncnc2[nH]cnc12;1;1
N=C(N)NCC(=O)OC(Cc1ccccc1)C(N)=O;1;2
N#CCNC(=O)CNC=O;1;2
C=Cc1nc(N)nc(N(CC#N)CCC#N)n1;2;19
O=C(O)CNC(=S)CO;1;0
COC(=O)CC(O)C(=O)OC;2;17
O=C(O)CNC(=O)CN=CC(O)C(O)CO;1;1
O=c1nc(N=CC(=CCO)c2ccccc2)c2nc[nH]c2[nH]1;1;1
N#CCCN(CC#N)C(=O)CNCCC(=O)OCC(N)=O;1;13
N#CC(Cc1ccccc1)NC(=O)CN=CCNC(=N)N;1;1
N#CCN=C(N)C(=N)NCC#N;1;0
NC(=S)CO;1;3
O=CCCN(CCC=O)c1[nH]cnc1C=O;1;16
NC(=O)CC(N=CCc1ccccc1)C(N)=O;1;1
CC(C#N)NCC#N;2;14
N#CC=CNc1[nH]cnc1CC#N;2;0
N#CCCN=CCO;1;1
C=C(C=NC(CC(=O)O)C(=O)O)c1ccccc1;1;1
CC(C#N)NC=O;1;2
C=CC=NC(C(N)=O)C(N)=O;1;1
C=C(C=Nc1nc(=O)[nH]c2[nH]cnc12)c1ccccc1;1;1
NCC(=O)N(CC(N)=O)CC(N)=O;2;29
O=CCCNc1ncnc2[nH]cnc12;1;14
N#CC(CO)NCCC(=O)OCC(N)=O;1;11
NC(=S)CNCC(N)=S;1;0
C=CC=NCC(=O)NC(C#N)CC#N;1;1
CC=C(C=Nc1ncnc2[nH]cnc12)c1ccccc1;1;1
N#Cc1[nH]c(=O)[nH]c1N=CC(O)C(O)CO;1;1
NC(=O)COC(=O)CCNCC(=O)NCC(=O)O;1;11
NC(=S)CCNC(=S)CO;1;0
N#Cc1[nH]c(=O)[nH]c1NC(=O)CNC(N)=O;1;5
C=Cc1nc(N)nc(N(CC#N)CC#N)n1;2;19
N#CC=Cn1cnc(C#N)c1N(CCC#N)CCC#N;1;2
C=C(C=NC(C#N)CC#N)c1ccccc1;1;1
NC(=O)CCN=CCO;1;1
N#CCNCCC(=O)OCC(N)=O;1;13
N#CCNC=O;1;2
N#CCCN(CC#N)C(=O)CN=CC(O)CO;1;1
N#CCCNC(=O)CN=CCc1ccccc1;1;1
N=C(N)NCC=NCCC(=O)O;1;1
N#CCN(C(=O)CNC(N)=O)c1ncnc2[nH]cnc12;1;7
CC=NCCC(=O)O;1;1
N=C(N)NCC(=O)N(CCC(N)=O)CC(N)=O;1;0
N#CNC(=N)N;1;14
NC(=O)N(CC(=O)O)CC(=O)O;1;4
N#CCNC(=O)CN=CC(O)C(O)CO;1;1
N#Cc1[nH]c(=O)[nH]c1NC=O;1;3
O=C(O)C=NC(CC(=O)O)C(=O)O;1;1
C=CC=NC(C#N)C(=C)c1ccccc1;1;1
CC(N)=S;1;3
CC=C(C=NCC(=O)NCCC#N)c1ccccc1;1;1
C=C(C=Nc1[nH]cnc1Cc1ccccc1)c1ccccc1;1;1
N;0;15
C=CC=NCC(=O)O;1;1
N#CCCN(CCC(N)=O)CC(=O)O;1;7
N#CC=CN(CCC#N)CC(=O)O;1;0
N=C(N)NC(=N)N(CC(N)=O)CC(=O)O;1;1
N#CCNC(=O)CNC(=S)c1nc[nH]c1N;1;2
N#CCNC(=O)CNC(=O)C(=O)NCC(=O)NCC#N;1;4
N#CCN(CCc1ccccc1)C(=O)CNC(=N)N;1;4
N=C(N)NC(=N)NC(Cc1ccccc1)C(N)=O;1;2
N#CCNC(=O)CNC(=S)C(O)Cc1ccccc1;1;2
Nc1nc(=O)[nH]c2[nH]cnc12;1;14
NC(=O)C=CNc1[nH]cnc1C(=O)O;1;1
COC(=O)CC(NCC(=O)NCC(N)=O)C(=O)OC;1;16
O=CC(=CC(=O)O)c1ccccc1;1;6
N#CC=CNCC(=O)O;2;0
N#CC=CNC(C#N)Cc1ccccc1;2;0
N#CC(O)CC(O)C(O)C#N;1;5
N#CCN=CC(O)C(O)CO;1;1
NC(=O)COC(=O)c1nc[nH]c1NC(N)=O;1;9
N#CCCNC(CC(N)=S)C(N)=S;1;3
N=C(N)N(CC(N)=O)CC(=O)O;2;0
NC(=O)NCC(=O)N(CCc1ccccc1)CC(=O)O;1;5
N#CCN(C=O)c1ncnc2[nH]cnc12;1;5
N#CC=Cn1cnc(C#N)c1NC(N)=O;1;0
N=C(N)NCC(=O)NCC(=O)NCC(N)=O;1;0
N#CC(CO)NC(N)=O;1;3
NC(=S)c1ncnc(NC=O)c1NC=O;1;1
N#CC(=N)N(CC(N)=O)CC(N)=O;1;0
N=CNC(C(N)=O)C(N)=O;3;0
NC1=NC2OC(CO)C(O)C2O1;1;1
N#CCCN(CC(=O)O)C(=O)CNCC#N;1;15
N#CCCN(CCC#N)C(C#N)C#N;1;7
N#CCN(CC#N)C(=O)CN=CC(=CCO)c1ccccc1;1;1
CC(=S)NCC(=O)NCCC#N;1;1
C=C(c1ccccc1)c1nc[nH]c1N;2;13
N#CC=CN(CC(N)=O)CC(N)=O;1;0
N#CCN(CC#N)C(=N)N;1;4
NCC(N)=S;1;3
NC(CO)C(=O)O;1;30
N#CCCNCCc1ccccc1;1;16
NCC(N)=O;3;31
N#CCNC(=O)CN;1;33
NC(=S)CCN(CC(N)=S)CC(N)=S;1;3
N#CCCNC(=O)CNC(=S)CNC(N)=O;1;1
N#CC(CO)N=CCNC(=N)N;1;1
N#CC=CN(CCC#N)c1[nH]cnc1C(=O)O;1;0
CC(C#N)NC=CC(N)=O;1;0
N#CC(=N)Nc1cc[nH]c(=O)n1;1;0
N#Cc1nc[nH]c1N=CCNC(=N)N;1;1
O=CO;3;20
N=CNc1cc[nH]c(=O)n1;2;1
O=c1cc[nH]c(=O)[nH]1;1;4
C=C(C=C(C=NC(C#N)C#N)c1ccccc1)c1ccccc1;1;1
N#CCCN(CCC(N)=O)c1[nH]cnc1C(N)=O;1;8
CC(C#N)NC(=O)CNC(N)=O;1;1
N#CCCN(CC(N)=O)CC(N)=O;1;3
NC(CC(=O)O)C(=O)O;2;31
N=C(N)NC(=N)N(CCc1ccccc1)CC(=O)O;1;2
N=C(N)N(CCc1ccccc1)CC(=O)O;1;1
CC(=S)NCC(=O)N(CC#N)CC(=O)O;1;1
COC(=O)CCNC(C#N)CC#N;1;20
N#CC(Cc1ccccc1)NC(C#N)Cc1ccccc1;1;14
N#CCN(CC(N)=O)C(N)=O;1;1
N#Cc1nc[nH]c1N=CC(O)CO;1;1
NC(=O)CN(C=O)c1[nH]cnc1C(N)=O;1;3
N#CCCN(CCC#N)C(N)=O;1;1
NC(=S)CCNCCC(N)=S;1;0
N#CC=CN(CCC(N)=O)CC(N)=O;1;0
N#CCCN(CC(=O)O)C(=O)CN=CC(O)C(O)CO;1;1
N#Cc1[nH]c(=O)[nH]c1N=CC(O)Cc1ccccc1;1;1
CC(C#N)NCCC#N;2;14
N=C(N)NCC=NC(Cc1ccccc1)C(N)=O;1;1
N=C(N)NCC(=O)N(CCC(N)=O)c1[nH]cnc1C(N)=O;1;1
N#CCCN(CC#N)C(C#N)Cc1ccccc1;1;5
N#CCCNC(=O)CN=CCNC(=N)N;1;1
N=C(N)NCC(=O)N(CC(=O)O)c1[nH]cnc1C(=O)O;1;1
NC(=O)COC(=O)CCNCCC(=O)O;1;11
O=CCCC=O;2;30
CC=C(C=C(C=O)c1ccccc1)c1ccccc1;1;27
C=CC=Nc1[nH]cnc1CC#N;1;1
N=C(N)NC(C=O)Cc1ccccc1;1;16
N#CCCN=C(C#N)c1nc[nH]c1N;2;7
N#CC=CN(c1[nH]cnc1C#N)C(C#N)Cc1ccccc1;1;0
CC=Nc1[nH]cnc1C#N;1;1
N#CCCN(CC(=O)O)C(=O)CNC=CC(N)=O;1;0
O;0;49
N#Cc1nc[nH]c1NC=O;1;4
NC(=S)CN(C=O)CC(N)=S;1;0
N#CC=CNCC(=O)N(CCC#N)CC(=O)O;2;0
NCC(=O)N(CCC(N)=O)CC(=O)O;2;29
N#CCCN=C(N)C(=N)NCCC#N;1;0
OCC(O)C=Nc1[nH]cnc1Cc1ccccc1;1;1
NC(=O)C(Cc1ccccc1)N=CCc1ccccc1;1;1
N#CC=CNCC(=O)N(CC#N)CC(=O)O;2;0
NC1=NC2OC(C(O)CO)C(O)C2O1;1;1
N#CC(N)C(O)Cc1ccccc1;1;21
COC(=O)CCNCCC#N;1;14
NC(=O)Nc1[nH]cnc1C(N)=O;1;5
N#CCN(CC(=O)O)C(=O)CN=CCO;1;1
N=C(N)NC(=N)N(CCC(=O)O)CC(=O)O;1;1
COC(=O)CN(CC#N)CCC#N;1;19
NC(=O)Nc1[nH]cnc1C(N)=S;1;3
N#CCNC(=S)CC(O)C(=S)NCC#N;1;1
NC(=O)NCC(N)=S;1;2
N#CCNC(=O)CN=CC(O)CO;1;1
N#CCNC(=S)c1nc[nH]c1NC(N)=O;1;2
N#CCNc1[nH]cnc1C(=O)O;2;9
NCC(=O)N(CC(N)=S)CC(N)=S;1;2
N=C(N)NCC(=O)N(CC(N)=O)CC(N)=O;1;0
C=CC=O;1;33
N=C(N)n1cnc2c(NC(N)=O)ncnc21;1;1
N#CC(CO)NCC(=O)O;1;12
N#CCCN(CC#N)C(C#N)CC#N;1;4
O=C(O)CC(O)C(=O)O;3;3
O=C(O)c1nc[nH]c1NC(Cc1ccccc1)C(=O)O;1;5
N#CCN(C=O)CC(N)=O;1;2
O=CNCC(=O)O;1;1
N#CCCN(C(N)=O)c1[nH]cnc1C(=O)O;1;10
NC(=O)CCC(N)=O;1;1
C=CC(=O)OC(Cc1ccccc1)C(N)=O;1;9
N#CCCN(CCC#N)C(=O)CNC(=N)NC(=N)N;1;1
O=C(O)CCN=CC(O)CO;1;1
N#CCN(C=O)c1[nH]cnc1C#N;1;4
NC(=O)CN=CC(=CCc1ccccc1)c1ccccc1;1;1
N#Cc1nc[nH]c1NC(N)=O;1;6
CC=C(C=NC(Cc1ccccc1)C(N)=O)c1ccccc1;1;1
N=CNc1[nH]cnc1C(=O)O;2;4
N=C(N)NC(=N)N;1;1
N#Cc1ncnc(NC=O)c1NC=O;1;3
N=C(N)N(CC(N)=S)CC(N)=S;1;3
N#CCC(C#N)NC(=O)CN=CCO;1;1
O=C(O)C=Nc1ncco1;1;1
N#Cc1nc[nH]c1N(C(N)=O)C(C#N)Cc1ccccc1;1;6
CCNc1[nH]cnc1C(N)=O;1;7
N#Cc1[nH]c(=O)[nH]c1N=CC(=O)O;1;1
N=C(N)NC(=N)NCC(N)=O;1;1
N#CCCN(CC(=O)O)C(=O)CNC=O;1;2
NC(=O)CNCCC(=O)OCC(N)=O;1;11
Nc1[nH]cnc1CO;2;13
N#CCNc1ncco1;1;15
NC(=O)c1nc[nH]c1N;2;14
N#CCN1CCC(N)=NC1=O;1;0
C=CC=NCC(=O)NCCC#N;1;1
N#CCCN(C(N)=O)C(C#N)(C#N)CCC=O;1;15
OCC(O)C=Nc1ncco1;1;1
N#CCCNc1c(N)ncnc1C#N;1;4
NC(=O)CNC(N)=O;1;0
N#CCN(C(N)=O)C(C#N)Cc1ccccc1;1;2
NC(=O)CCNC(=S)c1ncnc(N)c1N;1;4
NC(=O)C(C(N)=O)N1CCC(N)=NC1=O;1;0
N=C(N)NC(=N)NCC(=O)Nc1[nH]cnc1C(N)=O;1;2
O=C(O)C(Cc1ccccc1)N=CC(O)CO;1;1
N#CC(Cc1ccccc1)NC(=O)CNC(=N)NC(=N)N;2;2
C(=Nc1ncco1)C(=CCc1ccccc1)c1ccccc1;1;1
N#CC(O)CNC(=N)N;1;4
O=c1nc(N=CC(O)CO)cc[nH]1;1;1
N#CCc1nc[nH]c1N=CC(O)C(O)CO;1;1
CC=C(C=NC(C#N)CO)c1ccccc1;1;1
N#CCN(CC(=O)O)C(=O)CN=CC(=O)O;1;1
C=CC=NC(Cc1ccccc1)C(N)=O;1;1
N#CCN=CCO;1;1
N#CC(Cc1ccccc1)NC(=O)CN;1;34
COC(=O)CC(NCC(N)=O)C(=O)OC;1;16
C=Cc1nc(N)nc(N(CC#N)CC(=O)O)n1;2;19
COC(=O)CC(NCC#N)C(=O)OC;1;18
NC(=O)c1ncnc2[nH]c(=O)c(=O)[nH]c12;1;3
N#CCCNc1cc[nH]c(=O)n1;1;10
CC(C#N)N=CCO;1;1
CC=NCCC(N)=O;1;1
N#CCCNC(=O)CN=CCO;1;1
N#CCCN(C(=O)CNC(N)=O)c1ncnc2[nH]cnc12;1;7
N#CCCNC(=S)CCC(=S)NCCC#N;1;1
NC(=O)CCNC=O;1;1
N#CCc1nc[nH]c1N=CC(=O)O;1;1
O=C1CNC(=O)O1;1;12
N#CCc1nc[nH]c1N;2;16
N=C(N)NC(=N)NCC(=O)N(CCC(=O)O)CC(=O)O;1;1
N#CCCN=CCc1ccccc1;1;1
N#CC=Cn1cnc2c(NC(N)=O)ncnc21;1;0
C=CC=NCC(N)=O;1;1
N#CCC(C#N)NC(=O)CNC(=N)NC(=N)N;2;1
NC(=O)CCN(C(=O)CNC(N)=O)C(C(N)=O)C(N)=O;1;0
N#CC(NC=O)C(=CCc1ccccc1)c1ccccc1;1;3
N#CCC(C#N)NC(=O)CNCCC(=O)OCC(N)=O;1;13
O=C(O)CNC(Cc1ccccc1)C(=O)O;3;11
CC=NC(Cc1ccccc1)C(=O)O;1;1
N#CCNC(=O)CNC(=O)CN;1;33
C=C(c1ccccc1)C(N)C(N)=S;1;1
Nc1[nH]cnc1Cc1ccccc1;2;13
O=C(O)C=NCCC(=O)O;1;1
NC(=O)CN=CC(=O)O;1;1
N#CC(N)=Nc1ncnc2[nH]cnc12;1;0
N#CCCN(CC(N)=O)C(N)=O;1;1
N=C(N)NCC(=O)OCC(N)=O;1;1
N#CCN(CC#N)C(=O)CN=CCO;1;1
N#CCCN(CC(=O)O)c1[nH]cnc1C(=O)O;1;12
N#CCC(C#N)NC(=O)CNC(=S)CO;1;1
C=C(c1ccccc1)C(N)C(N)=O;1;14
N=C(N)NC(=N)NCC(=O)NCCC(N)=O;1;1
N=C(N)NC(=N)NCC(=O)NCCC(=O)O;1;1
N#CCN(C(N)=O)c1c(C#N)ncn1C(=N)N;1;1
N#CCC(C#N)NC(=O)CNC(=S)c1nc[nH]c1N;1;2
N=C(N)NCC=Nc1ncco1;1;1
N=CNc1nc(=O)[nH]c2[nH]cnc12;2;1
N#CC=CNc1[nH]cnc1C(=O)O;2;0
N#CCCN(C(N)=O)C(C#N)Cc1ccccc1;1;2
N#CCN(CC(=O)O)C(=O)CNC(N)=O;2;5
O=C(O)CNCC(=O)O;4;12
N#CCCN(C=O)c1[nH]cnc1C(=O)O;1;4
O=C1CNC(=O)N1;2;0
NC(=O)CC(N)C(N)=O;1;31
N#CC(CO)NC(=O)CNC(=N)N;1;2
O=CNc1[nH]cnc1Cc1ccccc1;1;3
N#CCN(CC(N)=O)C(=O)C(=O)N(CC#N)CC(N)=O;1;2
O=CNCCC(=O)O;1;1
C=C(C=NCC(=O)N(CC#N)CC(=O)O)c1ccccc1;1;1
NC(=O)CCNC(=S)c1nc[nH]c1NC(N)=O;1;1
NC(=O)c1nc[nH]c1N=CC(O)CO;1;1
COC(=O)CCNC(C#N)Cc1ccccc1;1;21
NC(=O)C=CNc1cc[nH]c(=O)n1;1;1
O=C(O)c1nc[nH]c1N=CC(=CCO)c1ccccc1;1;1
N=C(N)N(CC(N)=O)CC(N)=O;2;0
N=C(Nc1ncco1)C(=N)Nc1ncco1;1;2
NC(=S)CCNC(Cc1ccccc1)C(N)=S;1;3
N#CCN(CCc1ccccc1)C(=N)N;1;5
CC=Nc1ncnc2[nH]cnc12;1;1
NC(=O)CNC(=O)CNC=O;1;1
N=C(N)NCC(=O)N(CCC(N)=O)C(C(N)=O)C(N)=O;1;0
OCCNc1ncnc2[nH]cnc12;1;6
N#CCN(C(=N)N)C(C#N)Cc1ccccc1;1;5
N=C(N)n1cnc(C(=O)O)c1NC(N)=O;1;1
O=C(O)CC(N=CCO)C(=O)O;1;1
NC(=O)CCN(CC(N)=O)C(N)=O;1;0
N#CCN(CC#N)C(=O)CNC(=O)CN;1;31
N#CCCNC(=O)CNC(=S)c1nc[nH]c1N;1;2
CC=NCC(=O)N(CCC#N)CC(=O)O;1;1
N#CCCN(C(=O)CNC(N)=O)C(C#N)Cc1ccccc1;1;2
N#CC(NC(N)=O)=C1N=CNC1=N;2;0
N#CCC(C#N)NC(=O)CNC(=O)CN;1;32
O=C(O)CCN=CC(=CCc1ccccc1)c1ccccc1;1;1
N=C(N)NCC(N)=S;1;3
N=C(N)NC(=N)NCC(=O)O;3;1
OCC=C(C=Nc1ncco1)c1ccccc1;1;1
N#Cc1nc[nH]c1N=C(N)C(=N)Nc1[nH]cnc1C#N;1;4
N#CCCNC(C#N)CO;2;12
CC(C#N)NC(=O)CNC(=N)NC(=N)N;1;1
NCC(=O)NCCC(N)=S;1;3
